20
36 311
78 18 213
18 82 16
18 88 176
18 89 942
18 90 968
20 19 370
19 21 329
19 22 343
19 25 867
19 32 459
19 33 761
34 19 42
36 19 558
19 37 776
19 38 762
40 19 390
19 41 793
45 19 847
46 19 869
48 19 778
53 19 837
54 19 714
19 55 134
56 19 901
58 19 977
59 19 738
19 60 413
19 62 631
63 19 127
65 19 106
19 66 903
67 19 862
19 68 988
19 70 288
19 71 922
19 72 346
19 75 155
76 19 279
19 80 341
19 82 264
19 84 467
19 85 175
19 86 14
19 88 955
19 89 997
20 22 603
20 25 706
20 27 206
20 30 831
31 20 98
20 32 416
35 20 644
20 36 91
37 20 816
38 20 798
39 20 752
20 40 296
42 20 706
20 47 603
20 53 613
20 54 880
57 20 117
20 58 59
20 60 728
61 20 512
62 20 623
63 20 814
65 20 641
20 66 436
69 20 964
70 20 434
72 20 885
20 73 120
76 20 618
79 20 996
20 80 943
20 82 720
20 87 774
88 20 163
20 90 466
21 22 153
21 24 861
25 21 589
21 26 272
29 21 750
31 21 180
34 21 183
21 35 527
21 36 292
21 37 857
40 21 90
21 41 15
21 42 622
43 21 895
21 44 225
21 45 501
21 46 802
47 21 166
21 48 756
21 50 515
21 54 681
21 59 576
21 60 600
21 61 669
62 21 555
65 21 181
66 21 324
21 70 174
21 73 849
74 21 384
21 75 69
21 76 345
78 21 433
79 21 8
80 21 179
85 21 312
86 21 646
21 87 848
88 21 242
89 21 113
22 25 885
26 22 239
22 27 682
22 28 731
22 30 361
22 35 496
38 22 296
39 22 550
40 22 488
42 22 211
22 43 498
44 22 344
46 22 148
22 47 115
48 22 983
51 22 393
22 52 883
53 22 567
54 22 461
22 56 968
59 22 583
63 22 145
22 67 49
22 70 867
76 22 31
22 81 721
22 82 898
22 83 27
84 22 460
85 22 546
86 22 6
22 88 782
22 90 380
23 24 52
25 23 268
23 26 971
27 23 794
28 23 593
23 29 552
31 23 89
33 23 356
23 39 369
23 40 410
42 23 281
23 44 476
45 23 734
51 23 39
52 23 287
53 23 832
23 55 703
56 23 255
63 23 261
70 23 507
23 73 689
23 75 805
77 23 208
23 78 153
23 80 106
23 82 75
23 83 297
84 23 22
85 23 85
23 86 659
23 88 654
23 89 696
24 26 113
24 27 887
28 24 862
30 24 160
24 32 705
33 24 121
24 34 720
36 24 37
38 24 469
24 40 11
24 42 469
45 24 385
24 46 431
24 48 681
24 49 897
50 24 283
24 51 528
24 52 938
24 53 70
24 57 355
58 24 497
61 24 659
24 63 393
67 24 89
70 24 882
78 24 652
24 79 923
83 24 14
87 24 422
90 24 769
25 27 233
28 25 137
29 25 84
25 30 731
25 32 149
34 25 387
39 25 40
44 25 52
45 25 427
47 25 548
48 25 121
25 51 438
25 52 60
53 25 284
55 25 360
25 56 132
25 57 918
59 25 194
62 25 967
25 64 127
66 25 98
71 25 481
74 25 664
79 25 83
85 25 61
88 25 582
27 26 385
31 26 191
26 33 784
26 34 731
26 35 367
26 37 521
26 39 408
26 40 855
51 26 783
26 53 304
55 26 422
56 26 20
57 26 351
26 58 240
26 59 40
26 60 55
61 26 387
26 63 209
26 65 430
66 26 892
70 26 521
73 26 1000
74 26 430
76 26 447
26 77 494
26 78 517
26 79 129
26 83 84
26 84 670
26 86 395
26 89 540
27 28 456
30 27 567
27 31 636
27 32 144
35 27 158
27 36 646
40 27 714
27 42 682
48 27 691
27 50 410
27 51 798
27 54 963
55 27 450
27 57 76
27 58 197
59 27 545
27 60 40
27 61 413
68 27 694
71 27 268
73 27 617
76 27 296
77 27 46
88 27 362
89 27 770
28 30 732
33 28 260
37 28 868
28 39 284
28 43 147
47 28 605
49 28 238
28 51 152
28 57 301
28 61 81
62 28 419
28 63 53
28 66 70
72 28 764
78 28 175
28 79 28
28 80 11
28 81 254
28 84 595
28 85 221
28 89 273
29 35 588
36 29 541
38 29 902
29 40 727
29 43 644
29 45 413
46 29 179
47 29 223
29 49 877
29 50 793
51 29 273
29 52 921
29 53 285
55 29 98
29 56 282
29 57 39
29 59 496
60 29 412
29 61 260
29 62 538
29 65 472
29 71 106
73 29 634
29 77 596
79 29 7
29 82 160
29 83 938
84 29 20
90 29 95
30 33 831
35 30 725
36 30 845
43 30 691
48 30 244
30 49 426
52 30 471
54 30 964
56 30 321
57 30 987
60 30 685
65 30 253
66 30 419
30 67 686
69 30 453
30 70 974
71 30 987
30 72 429
75 30 979
30 77 77
80 30 237
30 81 991
82 30 614
85 30 600
86 30 388
88 30 965
30 89 802
33 31 92
34 31 755
31 39 341
31 40 252
31 43 825
31 44 29
31 45 506
47 31 849
49 31 636
50 31 23
31 51 243
31 54 175
55 31 404
31 57 833
31 60 528
31 61 914
31 64 14
31 67 552
70 31 888
31 72 801
31 74 793
75 31 623
31 79 693
31 81 446
31 82 898
31 83 505
84 31 398
87 31 482
90 31 945
32 33 993
34 32 492
35 32 110
36 32 354
32 37 698
32 44 774
47 32 139
48 32 637
32 50 935
52 32 725
32 53 188
32 55 702
57 32 324
32 58 368
60 32 750
32 63 102
65 32 403
70 32 674
71 32 831
32 72 688
32 73 121
32 74 607
32 75 356
32 76 357
32 77 638
32 82 426
32 83 305
32 86 201
32 90 625
33 35 458
33 39 781
33 40 68
42 33 337
44 33 513
33 45 635
33 47 209
33 49 412
33 52 924
53 33 730
33 56 570
60 33 908
63 33 157
66 33 150
33 70 554
33 71 285
72 33 436
74 33 493
33 75 809
78 33 105
33 79 681
33 80 202
82 33 116
83 33 205
33 84 187
87 33 126
88 33 899
36 34 121
37 34 597
34 39 498
34 41 305
43 34 387
46 34 996
34 47 927
48 34 143
49 34 452
52 34 475
54 34 566
58 34 457
34 65 866
67 34 327
34 69 992
34 70 280
34 75 925
77 34 194
34 79 943
81 34 471
85 34 586
34 86 228
89 34 10
37 35 662
38 35 394
35 40 421
42 35 645
43 35 57
49 35 500
35 53 893
56 35 199
35 57 729
35 58 471
35 59 789
60 35 427
61 35 914
35 62 201
35 63 219
35 68 792
73 35 36
74 35 451
35 76 442
78 35 713
35 79 51
35 87 715
35 88 671
36 37 205
36 39 575
40 36 880
41 36 917
36 42 319
45 36 580
36 46 593
36 49 146
50 36 135
52 36 179
53 36 879
54 36 151
56 36 928
64 36 119
65 36 318
36 66 68
67 36 352
70 36 385
74 36 8
36 75 738
79 36 571
82 36 653
83 36 858
36 86 183
36 87 328
36 89 154
36 90 901
38 37 94
39 37 34
41 37 22
37 42 694
44 37 725
46 37 569
37 49 344
37 50 751
37 52 181
37 54 719
59 37 164
60 37 292
61 37 437
63 37 243
37 64 498
66 37 246
67 37 742
37 70 433
37 74 63
37 76 124
37 77 440
37 80 440
37 85 178
37 86 669
87 37 28
37 88 258
38 39 689
40 38 999
38 41 633
38 46 872
38 55 594
38 56 915
38 57 496
38 58 876
59 38 322
61 38 694
38 62 943
63 38 133
65 38 393
38 67 129
38 70 298
38 71 198
72 38 116
73 38 514
38 75 501
76 38 95
77 38 602
38 79 337
38 81 451
85 38 698
89 38 728
40 39 461
39 41 890
39 42 471
39 44 341
39 46 236
49 39 396
50 39 737
39 52 646
39 56 182
39 61 624
66 39 911
39 67 531
69 39 755
71 39 863
73 39 660
74 39 752
39 75 216
39 76 863
39 78 95
80 39 149
39 86 294
89 39 428
39 90 892
41 40 486
43 40 11
46 40 586
40 47 137
40 49 395
51 40 376
40 53 148
54 40 338
40 55 642
40 56 257
58 40 144
60 40 69
65 40 489
40 67 879
69 40 657
71 40 103
72 40 460
73 40 49
40 75 364
40 76 13
40 77 293
40 80 607
85 40 723
87 40 964
89 40 726
90 40 150
41 43 173
44 41 273
41 46 881
41 48 71
41 50 579
41 53 625
41 55 401
56 41 848
41 58 629
60 41 363
63 41 630
41 64 665
65 41 859
67 41 121
71 41 645
72 41 128
41 73 316
41 76 475
77 41 853
41 78 918
79 41 315
41 80 604
84 41 220
86 41 159
41 89 445
43 42 667
46 42 360
47 42 966
50 42 524
42 51 515
53 42 582
42 54 231
42 55 639
42 56 563
58 42 14
42 63 739
42 64 680
65 42 302
66 42 141
42 68 776
42 71 341
72 42 452
73 42 210
42 77 430
42 80 919
42 82 432
42 85 497
42 87 235
42 90 134
43 45 312
43 48 284
51 43 287
43 52 186
53 43 104
55 43 165
62 43 921
64 43 540
43 65 439
43 68 756
69 43 712
74 43 99
77 43 353
43 78 967
43 79 115
43 80 951
43 81 315
82 43 357
83 43 122
84 43 506
43 88 978
44 46 370
44 48 627
44 49 658
44 50 164
51 44 119
52 44 742
53 44 352
54 44 805
44 55 575
44 57 888
62 44 708
65 44 820
44 67 243
44 72 772
76 44 7
44 78 316
44 79 615
44 80 357
44 81 7
44 82 819
84 44 194
85 44 414
89 44 127
44 90 206
46 45 450
49 45 538
51 45 412
56 45 195
45 58 29
45 59 500
64 45 985
65 45 557
45 70 833
74 45 617
45 76 828
45 77 412
78 45 493
81 45 593
82 45 799
84 45 858
45 85 334
45 88 553
89 45 536
51 46 392
56 46 348
57 46 308
46 59 129
63 46 335
46 64 274
67 46 645
46 69 288
46 73 375
46 74 769
78 46 415
46 79 672
83 46 651
46 84 981
46 85 389
46 89 943
90 46 18
47 49 374
51 47 698
47 52 358
54 47 864
65 47 961
47 66 882
67 47 252
47 69 723
47 72 853
47 73 519
47 77 979
47 80 359
47 82 686
47 83 774
84 47 729
87 47 266
47 89 830
48 51 679
53 48 752
54 48 177
56 48 230
48 57 40
58 48 975
48 59 593
48 60 889
61 48 515
48 62 415
64 48 111
65 48 594
48 66 171
70 48 846
74 48 216
48 78 513
48 82 995
48 84 320
85 48 265
86 48 266
48 90 103
50 49 945
49 51 9
49 53 334
49 55 513
49 57 300
49 58 690
63 49 856
64 49 781
65 49 247
49 66 68
67 49 769
68 49 590
49 69 996
73 49 938
49 75 724
49 79 255
80 49 274
81 49 811
49 82 419
49 83 362
49 84 418
88 49 698
89 49 472
51 50 772
52 50 43
50 54 606
57 50 21
50 58 983
60 50 879
70 50 354
72 50 877
74 50 415
50 75 539
76 50 30
77 50 688
81 50 414
50 82 482
50 83 621
50 86 219
87 50 352
51 54 738
51 57 269
58 51 933
62 51 591
51 64 294
70 51 330
73 51 307
51 74 776
76 51 243
80 51 748
51 82 765
83 51 220
86 51 131
87 51 836
89 51 184
53 52 697
52 56 69
59 52 619
60 52 786
52 62 638
52 63 963
65 52 34
52 66 608
72 52 266
52 73 50
52 75 699
77 52 51
52 78 142
88 52 934
57 53 303
58 53 999
53 59 950
53 60 163
62 53 30
66 53 635
68 53 84
53 71 533
73 53 986
77 53 220
53 78 549
53 80 89
53 81 972
53 83 257
53 85 738
86 53 385
53 88 102
56 54 144
54 57 296
54 59 612
54 60 303
54 61 616
54 62 857
65 54 348
67 54 594
54 68 589
69 54 25
70 54 647
72 54 543
54 73 176
75 54 73
54 76 142
78 54 968
54 79 340
54 80 888
82 54 401
54 83 589
84 54 874
54 85 389
87 54 913
54 89 385
58 55 781
55 62 597
55 64 172
67 55 739
68 55 375
72 55 179
55 76 325
81 55 223
83 55 922
55 84 611
55 86 209
89 55 626
57 56 168
56 58 615
56 59 427
56 60 705
64 56 100
56 66 139
68 56 809
56 69 474
56 71 966
56 72 128
74 56 981
56 75 537
78 56 235
83 56 860
84 56 412
56 86 36
87 56 498
56 89 440
90 56 18
61 57 856
64 57 696
66 57 329
70 57 165
71 57 850
57 74 141
76 57 192
78 57 550
81 57 239
57 84 701
88 57 762
90 57 547
58 59 100
60 58 480
62 58 272
58 64 511
70 58 423
71 58 35
58 75 744
76 58 704
58 79 20
58 80 405
58 81 914
58 84 936
85 58 240
88 58 522
60 59 948
59 61 77
66 59 914
70 59 739
72 59 23
59 73 353
59 74 413
76 59 588
79 59 535
59 80 658
59 83 792
85 59 805
59 88 807
63 60 739
64 60 110
65 60 514
69 60 251
72 60 162
60 73 462
75 60 979
60 76 572
60 77 224
78 60 652
60 79 908
80 60 288
82 60 348
84 60 326
60 88 165
60 89 887
65 61 416
61 67 999
68 61 731
69 61 311
61 71 123
73 61 312
61 74 214
61 75 73
76 61 965
77 61 386
61 79 625
61 81 625
85 61 94
61 87 901
61 90 390
62 67 906
68 62 191
62 69 181
62 70 311
71 62 968
62 75 974
62 77 223
62 83 702
85 62 644
62 86 879
62 90 448
63 64 150
65 63 371
68 63 374
69 63 919
63 70 463
63 71 120
73 63 910
63 75 814
77 63 702
80 63 797
63 82 661
83 63 4
86 63 618
87 63 142
63 88 126
89 63 790
63 90 432
64 72 390
73 64 830
74 64 898
64 77 376
78 64 520
64 81 119
64 82 643
85 64 662
64 87 648
90 64 56
65 71 352
72 65 74
65 77 695
65 79 866
65 80 716
65 81 505
65 84 978
65 87 797
65 88 479
90 65 202
68 66 835
71 66 289
66 79 67
66 80 961
81 66 335
66 82 190
66 83 848
66 84 567
86 66 166
67 68 884
69 67 953
70 67 944
71 67 239
72 67 307
73 67 885
74 67 324
76 67 297
79 67 821
67 80 72
85 67 214
67 87 179
88 67 559
69 68 895
70 68 600
68 71 621
75 68 963
68 77 279
68 82 637
68 83 708
84 68 17
68 85 998
68 86 902
70 69 106
72 69 810
69 81 760
83 69 350
69 84 4
86 69 51
69 87 84
69 88 293
69 89 930
69 90 744
72 70 124
75 70 17
78 70 962
79 70 350
70 81 48
84 70 408
70 86 502
87 70 744
70 88 892
90 70 304
72 71 833
71 73 787
71 76 54
71 80 239
71 84 398
72 79 98
72 80 273
72 81 827
72 82 778
72 83 50
84 72 389
86 72 163
72 87 156
72 89 343
72 90 812
73 75 860
77 73 732
81 73 742
82 73 102
73 83 645
73 84 369
73 87 289
88 73 398
74 75 355
82 74 969
83 74 398
85 74 259
74 86 494
76 75 782
75 78 952
75 80 984
83 75 346
75 84 731
75 88 660
89 75 108
77 76 263
76 78 387
79 76 45
82 76 754
83 76 970
76 86 786
76 90 297
77 79 946
81 77 42
82 77 58
84 77 146
85 77 223
87 77 867
77 89 599
78 80 374
78 82 376
78 83 854
86 78 35
78 87 487
78 90 255
79 80 47
81 79 284
79 86 579
79 90 700
80 81 757
89 80 401
81 82 125
83 81 235
85 81 142
81 88 608
81 89 483
81 90 25
82 83 561
82 89 99
83 84 198
86 83 395
83 89 578
83 90 718
86 84 5
88 84 584
86 85 138
87 85 498
85 88 90
86 87 610
86 89 132
86 90 534
87 89 443
87 90 64
51
51 50 51 70 17 73 63 3 59 10 82 70 67 86 89 26 80 59 71 78 20 17 87 20 75 67 80 55 88 16 87 27 54 11 56 46 22 10 65 84 20 29 35 24 31 17 90 10 10 49 45
69 592
3 1 675
5 1 555
1 9 605
13 1 910
20 1 615
21 1 396
23 1 632
1 24 909
1 25 424
26 1 322
27 1 286
1 30 134
1 34 407
39 1 533
1 40 80
1 47 147
1 51 182
55 1 352
1 58 315
1 59 987
60 1 412
61 1 677
1 62 441
1 65 8
1 67 84
2 9 888
10 2 949
18 2 344
2 22 806
24 2 255
26 2 235
37 2 404
2 38 596
2 39 904
48 2 302
2 49 68
2 53 678
57 2 91
2 59 424
2 66 137
3 6 535
8 3 212
10 3 742
3 11 649
12 3 286
3 15 810
24 3 577
3 30 831
32 3 239
33 3 546
35 3 222
39 3 296
41 3 687
3 42 93
3 53 286
3 54 727
63 3 891
6 4 134
7 4 71
18 4 730
4 20 65
22 4 845
4 23 410
4 26 242
27 4 317
29 4 855
4 31 699
35 4 47
37 4 61
4 39 219
4 40 396
42 4 138
44 4 150
49 4 270
4 50 81
54 4 889
4 55 941
4 56 784
59 4 541
4 61 79
5 6 623
5 16 22
20 5 628
24 5 626
5 25 313
5 28 318
40 5 695
47 5 963
5 49 201
5 57 853
5 60 116
61 5 129
64 5 603
10 6 132
6 12 748
23 6 14
6 26 604
33 6 15
6 34 874
38 6 496
40 6 539
6 41 13
46 6 562
47 6 649
49 6 515
50 6 586
53 6 560
6 56 911
6 60 91
6 62 936
63 6 541
6 64 341
65 6 62
9 7 346
7 12 806
7 14 49
7 22 723
23 7 8
7 24 180
27 7 644
28 7 454
7 31 558
33 7 765
35 7 93
36 7 565
38 7 788
7 39 937
45 7 590
55 7 611
57 7 376
7 61 526
7 62 373
67 7 969
13 8 319
8 23 628
8 25 21
8 34 728
37 8 864
8 39 586
8 48 690
8 49 840
52 8 825
54 8 456
62 8 912
65 8 829
9 13 704
27 9 874
29 9 717
9 31 732
38 9 739
41 9 331
42 9 547
44 9 938
9 52 680
9 60 616
9 63 719
64 9 14
13 10 30
10 19 817
23 10 460
24 10 106
27 10 546
10 28 196
10 29 24
34 10 357
10 43 371
44 10 145
10 46 686
10 47 36
10 48 190
49 10 719
51 10 51
10 53 141
10 57 395
58 10 550
10 63 9
64 10 187
12 11 894
13 11 338
11 14 935
11 17 773
19 11 632
11 23 662
11 25 830
11 27 326
11 28 963
30 11 423
11 35 558
41 11 326
11 44 761
47 11 845
48 11 31
11 59 703
11 63 285
66 11 349
19 12 712
21 12 561
22 12 16
36 12 514
40 12 532
42 12 767
43 12 38
12 52 599
62 12 200
14 13 329
13 15 743
29 13 471
30 13 927
13 32 408
33 13 103
36 13 317
38 13 622
44 13 892
13 49 261
13 54 532
13 56 39
63 13 673
13 64 304
67 13 17
69 13 474
14 18 29
21 14 501
23 14 860
25 14 791
26 14 172
30 14 970
36 14 298
37 14 550
14 38 589
43 14 487
14 55 54
57 14 528
14 58 938
63 14 727
14 66 19
68 14 731
16 15 891
15 19 276
15 20 483
15 23 113
25 15 220
31 15 128
15 33 852
34 15 82
36 15 59
42 15 284
15 50 918
51 15 334
55 15 883
16 17 517
19 16 382
24 16 251
28 16 36
16 40 850
16 57 550
58 16 613
64 16 664
16 67 592
16 69 738
17 18 497
20 17 63
22 17 630
17 28 933
30 17 489
17 32 876
17 33 730
17 36 154
17 39 315
17 42 166
45 17 90
53 17 3
17 57 634
61 17 200
63 17 155
66 17 526
30 18 3
18 34 785
35 18 741
18 36 946
18 37 721
41 18 244
42 18 964
44 18 351
18 47 290
18 49 874
18 58 865
60 18 523
18 64 984
25 19 179
30 19 991
19 32 982
33 19 433
19 37 993
38 19 679
45 19 471
53 19 151
56 19 597
19 57 133
58 19 28
19 60 544
67 19 871
25 20 129
36 20 294
20 37 167
20 38 539
40 20 750
45 20 379
46 20 154
20 47 38
48 20 286
20 55 594
20 56 362
20 58 197
20 64 692
66 20 674
21 23 838
24 21 455
27 21 145
32 21 236
34 21 312
21 37 870
21 39 928
48 21 492
21 50 854
56 21 466
57 21 482
62 21 836
22 30 866
22 32 661
22 33 410
44 22 49
47 22 627
50 22 576
22 51 953
22 52 5
22 55 778
58 22 581
22 59 332
22 62 531
63 22 221
66 22 635
23 24 961
25 23 757
23 37 568
38 23 261
42 23 830
23 46 417
23 56 295
59 23 539
61 23 442
62 23 992
24 26 85
35 24 735
24 37 546
38 24 46
24 39 336
46 24 258
24 59 269
24 60 581
67 24 603
27 25 85
25 33 880
25 36 10
25 39 154
42 25 768
43 25 275
25 45 630
25 51 914
25 55 750
29 26 466
26 32 486
26 44 510
47 26 238
26 49 957
26 55 876
61 26 731
26 65 876
26 69 425
28 27 332
27 36 445
27 37 39
27 40 428
44 27 783
27 45 408
50 27 160
27 51 301
60 27 107
64 27 912
67 27 993
28 32 890
36 28 641
28 42 177
28 45 732
52 28 247
59 28 86
62 28 567
29 32 15
34 29 422
29 37 355
39 29 639
40 29 623
29 41 570
29 45 133
55 29 173
36 30 666
30 41 778
42 30 613
30 48 627
30 50 99
30 56 372
30 62 249
30 69 153
37 31 481
31 39 88
44 31 450
49 31 71
31 51 913
31 56 569
60 31 756
62 31 389
68 31 912
33 32 344
32 35 800
42 32 860
32 47 546
32 53 136
32 57 533
58 32 458
59 32 574
32 65 570
33 37 675
33 47 633
57 33 927
58 33 442
66 33 207
33 68 48
35 34 348
34 36 617
34 50 178
34 56 417
34 60 64
34 61 186
67 34 154
39 35 434
43 35 780
48 35 557
58 35 911
60 35 180
35 63 144
66 35 110
68 35 687
36 38 799
48 36 638
52 36 711
36 58 995
68 36 468
36 69 927
39 37 482
37 43 528
44 37 497
49 37 243
37 50 48
56 37 238
57 37 961
63 37 470
67 37 805
42 38 364
46 38 521
47 38 101
38 48 745
38 51 698
53 38 876
38 54 829
38 55 760
56 38 878
38 63 456
64 38 461
38 69 587
39 41 776
39 48 223
39 50 855
39 59 533
39 66 446
39 67 487
39 68 411
40 41 223
44 40 777
40 48 202
40 58 820
40 69 373
41 43 861
44 41 814
41 50 512
41 53 798
41 55 77
41 56 70
60 41 444
62 41 920
41 68 341
43 42 895
42 44 358
46 42 354
42 50 918
42 51 932
42 53 66
59 42 144
60 42 173
61 42 235
42 65 669
66 42 82
45 43 500
43 50 838
65 43 197
47 44 597
50 44 728
52 44 411
55 44 855
44 56 729
57 44 82
44 58 949
44 62 855
44 63 281
45 52 710
55 45 80
58 45 484
45 60 150
65 45 839
46 50 24
46 51 194
54 46 509
58 46 24
62 46 859
48 47 934
47 55 716
47 58 196
62 47 594
47 65 829
69 47 233
49 48 872
55 48 636
56 48 933
48 57 795
48 58 156
67 48 51
69 48 170
49 50 142
49 53 613
49 64 989
49 69 979
50 53 460
50 55 694
58 50 909
64 50 514
52 51 527
51 56 330
51 64 119
52 53 344
54 52 816
52 61 20
52 67 504
55 53 911
59 53 835
62 53 151
63 53 715
53 69 261
56 54 488
54 61 510
54 62 557
64 54 24
55 57 771
55 62 957
56 61 442
62 56 164
56 67 93
68 56 966
57 58 197
57 60 159
63 57 929
57 68 798
69 57 645
63 58 406
58 67 32
59 60 549
68 59 666
59 69 893
60 61 350
60 67 130
63 61 908
69 61 195
62 68 586
64 69 36
65 66 340
26
48 58 35 18 46 9 62 8 29 46 65 11 24 38 2 16 55 25 51 66 27 30 14 66 44 58
71 247
15 1 681
1 20 917
30 1 764
1 49 485
59 1 139
1 65 585
8 2 54
19 2 111
33 2 7
2 35 150
2 50 734
64 2 450
2 66 159
68 2 790
2 71 818
3 4 706
3 21 164
3 33 213
3 34 212
65 3 124
10 4 929
14 4 747
26 4 722
4 40 435
60 4 389
68 4 901
4 71 404
5 9 318
20 5 204
23 5 732
25 5 72
26 5 192
38 5 319
46 5 132
5 54 609
57 5 15
5 64 311
65 5 463
5 67 52
9 6 430
17 6 542
6 20 423
26 6 705
6 40 683
48 6 766
51 6 880
56 6 888
7 10 105
19 7 240
25 7 995
36 7 162
7 43 151
49 7 919
53 7 252
54 7 340
55 7 231
7 58 898
7 65 165
7 71 911
15 8 856
18 8 198
8 25 33
8 38 170
8 44 53
46 8 857
49 8 378
65 8 135
9 10 627
9 57 520
9 65 659
69 9 98
70 9 455
16 10 185
27 10 831
31 10 205
10 32 790
10 43 378
11 39 711
54 11 270
11 59 283
22 12 697
40 12 344
50 12 936
12 56 484
12 59 177
59 13 483
63 13 750
70 13 517
30 14 196
35 14 380
14 52 755
14 66 76
15 17 323
18 15 531
22 15 221
15 23 219
28 15 887
52 15 518
15 55 724
70 15 634
16 21 324
40 16 85
16 41 472
38 17 314
17 46 857
17 57 100
69 17 945
27 18 947
18 42 345
68 18 61
28 19 573
19 35 694
19 46 853
19 63 779
71 19 341
23 20 164
20 29 920
20 33 544
20 35 656
39 20 78
20 44 393
70 20 232
36 21 839
37 21 810
21 41 125
45 21 196
47 21 559
61 21 644
22 25 618
22 35 568
42 22 611
22 61 267
22 69 61
23 36 269
64 23 607
24 28 520
48 24 397
64 24 344
26 25 253
25 40 714
47 25 637
25 54 321
56 25 92
59 25 949
69 25 342
31 26 277
26 32 572
35 26 846
56 26 443
28 27 156
27 32 915
27 33 152
36 27 755
27 45 723
46 27 451
27 53 579
28 34 763
28 47 843
59 28 602
28 66 359
69 28 177
28 71 393
29 33 177
29 36 374
29 62 58
29 65 892
29 68 549
36 30 199
30 45 493
30 46 754
47 30 609
55 30 268
69 30 909
37 31 731
43 31 203
36 32 37
47 32 947
32 56 124
33 37 666
44 34 34
34 53 730
64 34 190
68 34 766
35 56 525
36 42 161
56 36 772
40 37 960
52 37 749
43 38 317
49 38 209
55 38 453
38 65 781
70 38 772
50 39 240
45 40 655
54 40 883
41 64 419
41 69 17
42 50 965
42 55 865
63 42 449
67 43 442
44 50 110
44 52 167
63 44 593
65 44 220
66 44 898
45 48 32
45 51 604
60 45 994
69 45 817
45 70 384
46 47 613
46 67 134
46 70 297
51 47 900
56 47 340
64 47 148
47 67 421
48 55 306
56 48 179
63 48 573
61 49 296
63 50 173
64 50 996
50 66 972
68 51 430
52 56 642
52 59 936
52 63 556
55 53 132
69 53 414
70 53 953
54 62 369
67 54 699
68 54 589
56 57 346
61 58 27
63 58 89
68 58 924
61 59 562
59 64 246
59 66 832
61 65 169
66 63 541
63 69 92
66 65 517
56
29 52 57 16 41 48 31 2 50 51 71 40 71 17 19 33 20 10 6 2 7 40 34 5 67 62 33 34 59 33 5 55 61 13 57 37 69 66 3 10 57 52 6 45 33 7 68 67 24 8 25 45 8 20 6 45
39 679
3 1 883
4 1 189
5 1 665
1 6 868
1 7 62
8 1 777
1 10 975
11 1 865
12 1 771
1 13 753
16 1 372
18 1 749
1 19 739
20 1 615
1 21 915
22 1 778
23 1 49
24 1 863
25 1 178
1 27 656
28 1 350
1 29 428
1 30 316
31 1 890
1 32 773
33 1 801
34 1 69
35 1 471
36 1 496
1 37 352
38 1 489
1 39 122
3 2 849
4 2 350
2 5 366
6 2 562
2 7 914
2 8 773
2 9 446
10 2 858
11 2 286
2 12 289
2 13 518
2 14 274
15 2 253
16 2 188
2 17 57
18 2 45
19 2 828
2 20 90
21 2 270
22 2 25
2 23 722
2 24 533
2 25 389
26 2 283
27 2 588
2 28 410
29 2 686
2 30 240
32 2 99
33 2 747
34 2 258
2 36 924
37 2 841
2 38 259
2 39 88
4 3 839
5 3 751
3 6 397
7 3 866
3 8 867
11 3 577
3 12 557
13 3 773
3 14 871
3 15 200
3 16 316
17 3 893
18 3 487
3 19 752
20 3 768
3 21 486
3 22 378
3 23 824
3 24 322
3 25 60
3 26 130
3 27 925
3 28 927
29 3 140
30 3 488
3 31 39
3 33 224
3 34 225
3 35 814
36 3 505
37 3 803
3 38 752
3 39 211
4 5 309
4 6 7
4 7 779
4 8 714
4 9 78
4 10 923
11 4 538
12 4 835
4 13 869
14 4 536
15 4 678
4 16 104
4 18 893
4 19 746
20 4 940
21 4 721
4 22 887
4 23 115
4 25 296
4 26 145
4 27 334
28 4 680
4 29 719
4 30 704
4 31 28
4 33 817
4 34 836
35 4 215
36 4 947
4 37 486
4 38 428
4 39 414
6 5 781
7 5 349
5 8 578
9 5 537
10 5 533
5 11 837
5 12 828
13 5 310
16 5 627
17 5 606
5 18 516
19 5 49
20 5 780
5 21 182
5 22 359
5 23 912
5 25 295
26 5 846
28 5 985
30 5 424
5 31 57
32 5 539
33 5 936
34 5 222
35 5 626
36 5 942
5 37 925
5 38 703
5 39 46
6 7 196
6 8 270
9 6 961
6 10 974
11 6 14
12 6 806
6 13 159
6 14 604
15 6 666
6 16 275
6 17 592
19 6 994
22 6 832
6 23 199
6 24 89
25 6 251
26 6 158
6 27 624
6 28 191
29 6 976
30 6 533
6 32 560
6 33 981
34 6 413
6 35 66
6 36 78
37 6 996
6 38 778
39 6 325
7 8 403
9 7 6
10 7 907
7 11 669
13 7 581
14 7 818
7 15 776
7 17 282
18 7 623
19 7 484
7 20 805
7 21 626
7 22 663
7 23 826
7 24 338
7 25 437
26 7 64
27 7 608
29 7 68
30 7 369
7 31 462
7 32 948
7 33 83
7 34 879
35 7 372
7 36 146
37 7 875
38 7 667
39 7 353
9 8 129
8 10 811
11 8 152
12 8 102
13 8 933
8 15 176
8 16 562
8 17 281
18 8 35
8 19 227
20 8 978
21 8 806
22 8 800
23 8 799
24 8 318
25 8 625
8 26 539
8 27 412
29 8 494
30 8 133
31 8 374
32 8 607
8 34 127
8 35 985
8 36 425
37 8 79
8 38 436
8 39 389
9 10 166
9 11 529
9 12 137
13 9 353
