caso 0:
3 151
2 0
2 108
4 31
2 64
4 45
3 60
3 101
3 4
3 125
5 144
3 80
2 97
4 55
2 117
3 106
3 124
3 25
2 41
4 150
4 155
5 218
3 124
6 147
2 16
5 12
4 120
4 155
4 5
3 48
3 60
3 4
4 70
4 10
3 86
2 93
2 15
4 55
3 55
4 19
3 70
4 109
2 28
2 145
2 29
5 102
5 42
5 12
4 25
5 114
5 24
3 76
2 120
4 35
4 115
3 80
3 130
1 52
5 54
6 203
4 155
2 97
3 101
3 151
3 136
6 56
3 32
4 150
4 142
5 180
4 95
4 126
4 5
4 145
4 126
4 35
5 108
4 19
4 133
4 130
4 15
4 6
2 65
4 5
4 5
3 36
3 71
4 35
4 1
4 102
3 108
4 127
2 60
4 150
3 164
3 5
2 80
3 64
1 27
4 20
4 1
3 120
5 18
3 45
5 72
2 125
4 24
4 15
3 151
4 60
3 40
3 86
3 11
4 163
4 130
3 61
2 63
5 102
3 133
3 84
4 90
5 180
3 91
3 136
4 90
4 35
3 116
3 85
5 42
3 121
3 44
4 55
4 120
2 42
3 40
3 5
2 90
3 108
4 90
2 54
4 133
3 104
4 85
2 113
2 76
2 82
3 92
3 140
4 181
2 66
3 136
3 42
6 203
3 65
3 150
4 75
3 92
5 150
3 105
3 36
5 72
4 40
2 66
3 121
4 90
5 18
3 105
4 10
3 100
2 109
3 104
3 100
5 18
4 60
3 46
2 29
2 17
3 121
5 18
3 115
4 130
1 31
4 6
3 132
4 100
4 102
0 48
4 156
3 141
3 95
4 10
5 66
3 56
2 141
2 155
3 108
4 132
4 40
3 120
4 75
3 96
4 127
3 115
2 32
3 182
3 125
3 138
4 95
4 97
5 96
4 31
2 84
3 1
4 20
2 12
3 61
2 4
2 28
3 4
2 75
3 68
3 92
3 84
1 22
4 50
5 30
5 78
5 66
3 72
2 125
5 60
2 140
5 72
2 8
3 36
3 121
5 18
2 76
5 138
3 146
4 96
3 15
5 114
3 72
4 25
2 45
4 150
3 12
5 180
2 115
5 30
4 5
3 96
4 120
2 66
5 30
2 50
3 145
5 96
2 57
6 147
2 0
3 120
2 48
2 87
2 41
4 66
4 24
4 6
4 80
4 95
4 180
3 188
3 36
2 13
5 24
2 107
4 10
1 102
4 138
4 156
3 56
2 65
5 161
4 75
4 110
3 75
2 40
4 55
2 4
4 126
3 76
3 45
4 18
3 70
4 66
3 131
5 144
3 126
2 9
3 145
4 70
4 100
2 97
3 128
4 55
3 70
3 101
4 145
6 133
0 35
3 54
5 108
2 109
3 71
3 111
2 4
4 96
2 72
3 24
3 32
3 66
4 125
4 150
3 110
4 65
4 85
4 0
2 76
2 51
3 112
4 85
4 49
3 65
2 65
5 114
3 80
3 75
3 70
3 45
1 12
4 90
4 20
3 12
4 150
5 168
4 175
2 108
2 45
4 84
4 55
4 139
5 78
3 55
3 6
5 162
4 90
3 48
4 40
3 136
3 128
3 21
4 12
4 187
3 48
4 1
3 20
3 36
3 21
5 147
2 75
5 174
3 102
4 13
2 157
3 32
3 41
4 1
3 105
3 105
4 35
4 13
5 96
2 124
4 65
4 133
3 68
3 108
5 186
4 150
4 19
4 110
3 111
4 181
2 140
5 154
4 15
4 80
4 30
4 157
5 66
4 25
4 85
4 36
3 140
5 24
5 42
4 31
4 135
3 51
3 11
3 50
5 156
5 48
4 91
5 189
3 25
3 91
4 5
1 42
3 16
4 139
4 50
4 97
3 151
4 0
5 72
5 96
4 50
5 12
4 120
4 19
3 28
3 56
5 0
2 137
3 46
4 170
2 109
3 14
4 65
1 2
4 65
4 144
4 65
2 36
5 54
2 15
3 6
4 187
5 6
4 67
2 69
3 174
4 150
4 25
3 8
3 48
3 55
4 72
1 10
5 126
2 57
5 54
2 88
4 42
5 144
2 110
3 40
5 162
4 155
2 27
4 40
4 135
4 12
3 70
4 120
5 96
4 120
3 145
3 134
3 28
3 78
4 105
1 12
5 42
4 42
3 76
4 45
3 62
3 182
3 5
1 46
3 6
3 8
3 170
2 21
4 5
2 39
4 75
4 72
4 10
5 156
4 65
4 108
1 16
4 85
2 85
4 73

caso 4:
1 22
3 36
4 30
2 81
5 96
4 60
3 44
4 169
5 54
3 28
2 16
4 145
4 125
4 168
4 102
3 96
3 41
3 176
3 65
3 60
2 32
3 126
4 35
2 90
3 70
3 162
4 5
3 121
4 100
3 91
4 125
4 156
3 12
3 111
3 116
3 100
4 150
2 33
3 96
5 154
3 56
3 86
4 40
4 180
2 33
2 69
5 42
4 103
4 60
5 24
3 16
5 156
1 56
4 48
4 65
3 12
6 21
3 125
4 45
3 36
4 187
4 150
4 79
3 120
2 4
2 22
3 28
5 190
3 32
2 35
2 28
3 62
3 124
4 55
4 130
2 30
4 109
3 85
3 65
3 16
2 3
3 26
3 124
2 27
4 6
2 75
4 110
4 140
3 156
4 60
4 163
3 96
2 27
3 26
3 40
4 174
3 71
4 105
5 90
3 104
4 120
4 7
1 102
2 52
3 68
3 66
4 125
4 169
1 4
4 105
2 87
1 88
4 85
3 68
4 162
4 130
3 150
5 30
3 60
3 116
4 186
3 131
2 125
2 45
6 17
3 104
3 141
5 60
2 61
3 64
4 84
5 180
3 80
4 10
5 0
4 150
5 174
5 144
3 130
1 50
3 20
6 196
4 75
4 145
2 36
3 4
4 25
3 25
4 20
3 96
3 1
6 105
4 115
6 35
4 75
4 0
5 66
4 5
3 86
4 130
3 11
2 105
4 90
4 100
4 126
3 128
2 72
4 73
3 44
4 97
4 35
5 144
3 32
4 6
3 64
4 102
3 8
2 125
3 12
3 130
5 84
4 7
4 67
4 114
3 92
2 33
5 0
4 43
2 64
4 36
3 48
3 12
4 65
3 110
2 4
2 76
2 67
3 41
4 126
3 32
2 6
3 90
4 140
4 36
3 55
4 5
6 119
1 80
1 12
1 4
3 145
2 6
3 101
4 155
3 120
3 164
3 112
3 40
3 32
2 9
3 72
4 120
4 155
2 53
4 73
2 40
3 68
4 130
5 36
2 97
2 21
5 63
4 163
3 12
3 32
4 36
4 12
2 61
4 12
1 20
2 84
2 125
2 93
3 64
3 91
6 196
4 84
4 85
3 25
3 136
4 144
3 100
4 150
3 56
4 142
4 65
5 102
3 108
1 6
3 45
4 97
3 62
3 105
6 35
2 104
4 45
5 141
3 128
4 60
2 68
4 72
2 1
3 71
2 42
4 30
4 135
2 132
4 187
5 30
5 168
3 41
3 1
4 135
5 8
4 120
4 72
3 140
4 75
3 55
5 113
4 36
5 180
2 48
1 48
4 20
3 46
5 78
2 52
4 96
4 110
4 105
5 168
4 70
4 36
4 100
3 36
2 30
4 139
3 6
3 145
4 169
3 0
3 116
4 120
4 95
3 44
3 145
4 78
4 55
4 30
4 24
3 40
3 65
4 51
3 110
4 115
3 36
2 57
3 21
4 105
3 98
3 112
3 92
4 35
4 12
2 42
4 65
2 57
4 105
2 32
2 29
3 96
4 40
3 100
4 187
4 5
4 144
4 90
2 112
2 127
4 20
4 150
3 121
3 75
3 20
4 25
4 150
3 78
4 97
5 155
3 120
3 12
4 96
3 110
3 180
4 203
2 18
4 70
4 181
2 9
3 36
4 36
4 50
2 51
5 174
3 72
4 9
7 216
3 121
2 9
2 28
4 84
3 132
3 40
5 162
3 146
3 91
1 28
4 191
5 150
3 56
5 119
2 22
4 187
3 136
2 66
4 138
4 10
3 35
4 105
1 26
5 138
5 72
4 5
3 61
2 21
3 84
4 140
2 130
3 121
3 151
3 44
5 186
4 103
4 78
2 1
3 36
2 65
4 102
4 60
5 18
3 84
1 22
4 50
4 30
3 12
4 120
4 0
5 168
3 100
4 85
4 66
2 109
3 48
4 40
2 28
4 120
4 95
1 38
3 96
3 96
4 60
5 84
4 95
4 150
3 124
2 36
4 133
4 95
4 85
2 33
3 16
5 102
4 54
3 36
4 75
4 109
3 146
4 66
3 6
4 120
4 181
3 56
2 57
4 73
5 120
4 115
2 15
2 66
3 91
3 126
4 115
4 36
2 72
3 45
3 36
4 12
3 36
3 116
3 155
4 91
2 87
3 130
4 145
4 43
3 112
2 127
4 133
2 63
4 150
3 46
2 66
5 15
3 155
3 20
2 65
5 36
5 102
4 133
5 18
2 72
4 55
3 130
3 90
3 110
5 48
2 108
2 84
3 70
3 146
3 84
3 126
3 36
4 115
4 0
2 50
3 112
4 120
3 76
2 97
4 85
2 12
3 150
4 5
3 15
2 27
3 100
4 24
3 130
3 91
3 48
5 12
2 33
4 91
3 50
3 40
3 90
2 63
4 65
4 108
2 64
3 21
3 114
4 120
1 49
5 24
5 84
4 60
4 49
4 45
3 65
3 10
4 78
3 40
4 67
4 127
5 176
2 85
2 66
4 75
4 150
5 0
5 0
2 18
3 0
3 56
1 26
4 30
3 72
3 35
5 0
4 115
3 80
3 95
2 76
4 145
2 48
4 30
5 18
4 95
3 16
4 138
3 84
2 54
3 21
4 130
0 25
3 156
4 162
4 12
4 35
4 55
3 114
3 65
3 80
4 54
4 109
2 72
5 119
2 30
3 100
3 152
2 16
3 11
3 150
5 174
2 33
4 10
5 84
3 68
3 96
5 36
3 120
3 74
3 40
3 60
4 217
3 120
2 93
4 180
4 19
1 62
4 50
3 10
4 135
5 168
3 0
4 90
3 100
3 126
2 90
2 82
4 25
3 64
4 35
4 180
2 61
3 111
2 125
4 42
4 156
3 76
4 42
2 77
3 26
3 40
1 48
3 55
2 53
2 37
2 66
3 155
2 68
4 100
4 130
3 120
4 150
5 90
4 10
1 14
1 1
2 3
5 60
4 70
4 144
5 140
5 56
3 40
3 86
4 35
3 120
4 45
4 149
3 100
3 141
4 75
2 24
3 28
3 50
3 112
4 50
3 36
4 86
3 100
2 124
2 69
2 93
4 150
4 174
3 80
4 95
3 50
2 85
4 40
4 115
3 65
2 100
3 24
5 90
3 80
2 116
1 48
5 186
1 40
4 163
1 46
3 108
6 133
2 16
3 135
5 174
1 76
1 84
3 96
2 6
5 0
4 100
5 108
4 7
4 110
5 84
3 36
3 72
3 35
3 44
3 24
2 18
3 45
3 15
4 95
5 150
3 125
3 76
3 92
4 0
1 78
3 44
4 35
4 6
4 49
4 115
2 100
3 88
4 196
3 68
2 87
3 68
3 158
3 134
4 150
2 27
2 0
4 90
3 140
4 155
3 64
3 32
4 114
2 16
5 30
3 162
2 125
5 78
4 25
4 40
3 15
1 6
3 100
4 125
5 186
2 67
4 120
4 90
3 24
3 28
4 150
3 50
3 112
5 138
4 20
2 29
3 110
3 60
4 102
4 20
5 144
3 104
4 157
2 15
3 115
3 52
6 144
3 95
4 115
4 18
4 65
4 175
3 26
4 130
2 18
2 17
3 111
5 112
3 96
3 84
2 137
0 9
3 26
4 30
4 37
3 86
2 84
3 65
3 35
4 125
4 54
6 203
4 135
4 65
4 103
2 121
4 85
2 72
1 0
3 55
2 13
4 187
2 70
3 16
4 40
4 95
1 36
5 174
3 71
3 46
3 106
4 90
3 32
3 0
4 80
2 12
5 48
3 20
6 28
2 87
4 102
4 125
5 102
3 44
4 10
5 63
4 138
5 217
2 28
4 72
3 85
5 60
4 15
3 131
4 54
2 117
4 168
2 78
3 68
4 140
3 124
4 105
3 116
4 120
3 20
4 36
3 36
3 25
4 135
4 180
3 76
5 174
4 50
3 20
3 8
4 132
4 186
4 75
3 20
4 78
4 60
2 61
2 13
3 92
4 161
3 125
3 146
4 70
3 80
4 140
3 56
3 121
4 150
1 64
3 106
5 66
4 0
4 120
3 45
2 30
2 70
4 70
3 120
2 0
2 105
4 126
3 55
4 25
4 102
3 112
3 31
5 174
3 16
1 22
4 78
2 113
3 92
5 168
4 65
4 70
2 84
5 64
3 60
3 134
4 140
3 162
4 65
4 110
2 16
3 106
4 20
3 16
3 96
4 13
5 90
2 6
4 65
4 162
2 60
5 132
3 24
3 72
2 24
6 14
4 40
4 0
5 54
2 36
3 91
3 100
3 20
4 31
3 130
5 119
3 155
3 131
2 1
3 46
3 26
4 157
5 90
2 87
4 95
3 24
3 61
5 186
3 55
2 70
3 5
3 100
3 95
5 203
3 52
2 100
3 60
3 90
3 56
3 48
3 151
4 162
4 66
3 116
5 63
4 187
4 155
2 20
5 174
3 28
4 126
5 138
5 150
3 96
3 96
4 67
4 0

caso 5:
4 100
2 84
5 78
3 120
5 108
4 18
4 125
4 198
4 162
4 103
4 43
5 156
5 30
3 174
5 138
5 168
4 20
3 40
4 196
3 104
1 48
3 88
3 32
4 35
3 35
4 97
4 121
4 25
3 128
5 108
5 90
5 64
3 150
3 76
3 46
3 136
2 89
4 54
4 55
4 37
4 79
4 105
0 24
4 65
4 115
2 12
5 96
4 125
3 16
4 40
3 64
4 79
2 33
2 53
2 85
2 75
3 112
3 112
3 51
1 67
5 156
5 78
2 51
4 90
3 114
3 15
4 120
4 73
4 70
3 90
3 66
5 174
5 168
3 170
3 86
4 13
5 24
4 10
5 18
2 3
4 120
4 175
4 150
2 72
3 101
5 48
3 158
3 112
4 25
4 115
4 0
5 132
2 12
4 60
5 72
1 94
3 120
4 90
4 75
3 124
2 75
5 108
4 1
5 0
3 56
2 75
4 130
4 75
3 122
2 53
3 95
4 67
4 13
4 64
5 150
3 41
5 72
4 125
4 40
4 55
3 26
4 55
3 151
4 25
4 55
3 66
2 8
3 8
3 36
4 35
5 72
2 48
5 102
4 61
5 96
5 120
4 85
4 50
2 57
5 50
5 18
3 115
2 93
3 40
4 50
4 120
4 60
5 114
2 80
4 49
4 61
4 115
1 60
5 24
5 144
3 11
3 132
5 36
3 32
5 48
4 55
4 125
4 115
4 43
2 9
2 96
3 30
3 72
3 8
5 150
3 12
2 12
4 95
3 11
4 9
2 124
1 63
4 217
3 80
4 110
5 78
4 75
3 40
3 46
3 50
5 84
5 162
4 10
4 100
3 140
5 196
3 135
4 108
3 116
5 18
4 120
4 145
4 50
5 30
3 76
5 132
5 162
4 90
4 85
2 90
5 126
4 110
4 10
5 156
5 12
3 61
3 68
4 96
3 130
3 75
5 174
4 140
3 40
4 45
3 61
5 18
3 55
4 162
4 48
4 150
5 96
3 91
3 71
3 1
3 28
3 48
4 25
3 28
3 136
4 25
5 132
4 128
4 55
4 30
3 56
4 60
3 96
3 36
5 132
5 156
4 55
5 18
4 109
2 63
5 24
5 96
3 32
4 10
3 96
3 74
3 36
1 85
4 70
3 25
4 95
4 145
5 168
3 76
4 150
2 84
4 97
4 156
1 32
5 12
5 108
5 144
3 120
4 23
5 8
3 75
5 105
4 16
2 57
4 55
2 8
5 92
3 60
2 90
2 8
4 95
4 150
4 30
5 0
1 6
3 20
5 36
5 102
3 90
5 114
4 55
4 20
4 125
4 55
4 163
4 150
3 11
2 113
4 75
2 88
3 55
4 125
5 18
5 132
4 186
5 6
4 175
3 116
5 84
3 56
3 70
4 110
3 116
4 120
4 108
5 6
4 45
5 150
4 42
3 84
4 65
4 35
4 139
2 15
4 85
4 126
3 12
3 15
5 36
4 45
3 105
4 50
2 36
5 42
3 155
3 48
1 54
4 114
4 145
3 24
4 157
4 10
5 72
3 64
3 120
4 100
2 93
4 95
5 60
5 138
4 15
2 6
4 40
5 180
4 175
3 125
2 130
4 91
5 138
4 84
3 84
2 20
5 60
4 125
5 162
3 52
3 50
4 150
4 130
4 102
4 75
1 18
4 79
3 68
3 25
3 24
4 125
3 60
5 72
4 65
3 80
3 86
2 39
5 162
4 132
4 174
3 84
2 142
4 30
4 25
4 96
1 56
4 30
3 104
2 87
3 95
3 10
5 144
4 100
3 88
4 73
3 155
2 159
4 155
4 40
3 96
4 65
5 96
3 25
4 95
4 60
3 80
5 96
4 105
3 28
4 55
4 54
4 85
3 40
5 150
2 49
5 132
4 135
4 79
4 42
5 168
4 85
4 84
4 95
4 24
4 105
5 54
4 31
5 217
4 150
2 48
3 92
2 15
3 32
2 45
4 130
3 96
3 40
3 64
4 155
5 57
2 16
2 80
4 145
2 124
4 5
3 120
5 36
5 36
5 6
4 25
4 25
4 105
4 15
4 181
4 90
5 182
5 174
3 108
3 72
3 92
5 36
4 28
2 45
5 30
3 40
5 66
4 55
5 150
4 85
4 15
5 0
3 60
2 36
3 145
4 60
4 61
5 30
3 111
3 108
4 90
5 24
5 186
3 17
4 147
3 0
4 55
2 85
2 51
3 56
3 96
3 121
3 36
4 126
3 106
3 111
3 40
3 68
4 35
5 60
3 126
4 135
4 20
4 84
4 49
4 75
5 18
3 80
2 9
3 38
2 48
4 5
3 0
5 150
4 20
3 111
4 31
3 1
4 130
4 35
4 84
2 39
5 102
3 136
4 60
4 0
4 120
2 93
2 88
4 45
3 112
4 30
4 54
3 8
3 88
4 5
3 16
3 151
3 86
4 180
2 57
4 110
3 130
3 4
2 66
4 142
4 161
5 120
3 56
4 169
5 96
4 30
3 45
3 124
2 29
4 135
3 24
3 66
4 55
5 120
4 140
5 132
3 24
3 64
3 45
5 48
4 95
4 155
3 100
4 105
5 120
4 30
5 84
4 181
0 7
4 140
5 186
3 135
2 84
4 80
4 145
5 132
4 10
4 144
4 30
4 145
4 103
3 36
3 56
4 75
5 108
3 106
4 138
4 65
1 52
3 72
5 72
1 0
3 168
5 42
2 32
2 9
4 138
3 120
5 90
3 24
3 35
4 70
5 156
3 20
2 90
1 6
4 55
3 110
3 80
2 36
2 5
5 18
5 102
3 92
3 68
3 84
5 72
4 156
4 0
4 95
5 108
2 20
5 72
5 30
4 91
3 88
4 85
5 36
5 174
5 84
5 72
3 26
5 18
4 155
3 96
3 126
5 120
4 10
4 145
5 162
3 0
5 108
3 30
3 20
4 50
4 48
3 68
5 174
2 117
4 10
5 72
3 96
1 50
3 45
4 25
5 42
2 69
5 150
3 122
4 55
4 174
5 114
4 50
3 100
2 57
3 50
4 210
5 120
3 14
5 0
3 36
4 115
4 55
5 180
4 15
4 10
5 0
4 180
4 132
3 10
4 75
2 32
4 25
3 108
3 0
3 44
4 125
5 156
3 72
5 186
4 65
5 70
3 84
3 150
4 42
5 54
4 105
5 150
4 145
3 138
2 57
4 37
4 35
4 163
5 84
4 20
3 40
5 18
4 115
5 174
3 126
5 150
4 60
4 132
4 45
4 147
3 116
5 150
4 55
5 60
4 163
4 163
5 114
3 72
5 126
5 180
5 102
3 16
3 2
5 108
2 63
5 12
3 125
4 50
3 100
2 45
3 56
5 72
4 93
4 121
3 52
2 48
5 66
4 5
4 110
5 30
3 85
1 2
3 96
2 78
4 30
4 10
3 44
5 114
4 42
4 72
4 45
5 42
2 35
5 174
3 15
4 155
2 48
3 0
2 92
4 120
3 52
3 111
3 102
5 72
4 125
2 77
5 54
3 116
5 54
4 90
3 32
5 6
3 48
4 100
4 5
4 139
5 78
4 70
2 112
4 91
4 120
3 146
4 65
4 0
4 36
4 31
4 125
5 84
1 52
4 73
4 56
4 156
3 40
5 60
3 80
4 115
4 72
4 65
4 150
4 120
5 108
4 25
4 5
4 180
4 126
2 75
3 8
3 81
4 91
5 174
2 36
2 32
3 108
4 15
3 80
3 35
4 150
4 95
3 64
2 1
3 46
4 15
4 105
4 55
3 111
5 54
5 108
4 5
4 95
4 145
3 0
4 127
2 25
3 110
3 21
4 28
3 88
4 67
4 45
2 100
5 30
5 108
4 36
4 91
4 80
4 90
4 19
3 106
4 50
3 16
3 11
5 0
2 45
5 138
4 66
4 156
4 105
5 0
5 144
3 116
5 176
3 168
3 80
5 126
4 145
3 141
3 60
4 75
5 156
4 50
4 50
2 124
5 78
4 66
4 169
4 60
3 60
2 85
3 36
4 126
1 46
3 90
5 138
5 108
3 115
5 30
5 102
2 97
3 55
5 108
3 8
2 21
3 134
4 155
3 136
4 63
4 60
5 6
5 72
3 141
1 38
5 6
4 102
5 114
4 45
2 93
4 90
5 138
3 56
5 150
4 95
2 120
4 20
4 145
3 150
4 65
4 132
2 9
3 45
4 100
3 44
5 6
2 24
4 20
2 76
4 105
5 102
4 66
4 0
4 60
4 115
3 40
4 80
4 95
2 27
4 6
4 105
3 132
1 90
4 109
4 7
5 90
4 140
3 124
2 21
5 102
5 162
3 170
4 20
5 43
4 162
4 60
5 30
3 68
3 100
5 24
5 42
3 44
5 186
3 65
4 15
3 48
3 174
4 90
3 76
4 161
4 125
4 0
2 68
2 21
3 0
5 132
5 114
4 115
3 56
4 90
2 112
5 210
5 12

caso 6:
3 135
5 90
4 155
3 40
1 28
3 36
3 116
4 85
3 130
3 4
5 12
5 6
5 186
4 20
4 96
3 92
3 96
4 90
4 43
5 84
3 96
4 15
1 76
3 11
5 0
5 144
4 18
4 140
4 15
5 12
4 42
5 138
4 20
3 21
3 152
1 68
4 30
3 120
4 0
3 74
3 96
4 126
2 29
4 25
4 18
5 12
2 72
3 0
5 144
4 150
1 52
3 81
5 66
4 110
4 49
1 56
5 90
3 12
3 130
3 90
4 5
2 93
4 100
4 90
5 162
2 20
4 25
3 32
4 75
3 65
3 112
3 72
3 28
4 145
2 41
3 120
3 76
4 90
4 40
3 140
3 41
2 120
3 36
2 45
3 112
3 6
2 113
3 4
4 61
3 135
5 102
3 52
5 144
3 100
4 162
3 138
5 126
4 125
3 136
3 130
5 108
4 181
2 81
4 48
4 30
4 187
5 96
3 31
3 81
4 6
2 145
2 3
4 100
2 36
4 72
4 115
4 110
4 85
5 120
4 40
3 116
2 40
3 110
3 70
4 110
4 45
4 90
2 92
3 66
5 42
3 8
4 181
2 21
4 50
4 102
4 100
2 9
3 28
3 40
5 36
2 82
4 31
4 5
4 65
4 162
5 36
2 45
3 60
4 20
4 0
3 36
2 135
2 147
4 163
3 116
2 137
4 75
3 40
4 125
4 169
4 65
3 5
4 102
4 48
5 120
2 66
5 138
3 120
4 18
3 30
2 9
3 12
3 55
4 49
5 108
1 54
4 126
4 48
5 126
4 130
2 87
4 65
4 75
5 180
4 127
3 0
4 150
4 66
5 186
4 65
4 102
4 35
4 10
4 43
2 63
3 150
3 32
4 155
3 21
6 105
5 12
2 25
4 145
4 174
3 130
4 48
3 156
4 135
3 112
5 30
4 10
3 155
6 203
3 0
3 76
3 70
4 110
2 3
4 125
4 45
4 7
3 10
3 135
4 105
3 68
5 90
3 110
2 97
5 108
4 95
3 116
3 61
3 11
3 92
3 51
5 24
4 162
2 101
2 33
4 90
4 186
2 5
4 125
4 35
3 4
3 100
3 56
4 157
3 8
4 187
5 168
3 110
4 151
4 25
4 65
4 42
3 174
3 16
3 70
5 126
3 130
3 85
5 174
2 18
4 50
4 1
3 10
2 88
4 125
2 15
3 70
5 72
3 1
4 0
4 20
4 115
4 138
2 4
3 104
3 36
3 150
2 66
5 0
3 91
2 3
2 42
5 190
3 86
3 25
5 48
5 96
2 102
4 15
3 64
5 78
2 6
5 96
1 2
2 1
4 55
5 150
4 65
3 116
6 7
3 86
4 121
4 55
4 132
2 20
4 169
3 1
3 16
2 9
4 110
3 140
2 44
4 35
2 125
5 108
2 44
3 112
5 156
4 45
4 125
4 144
4 5
4 85
4 78
4 42
4 97
1 50
3 8
3 116
5 102
5 48
4 138
4 0
2 64
3 5
3 50
5 114
3 100
2 152
3 120
3 61
4 181
3 52
4 20
4 50
4 140
3 6
3 6
5 120
4 90
3 116
1 30
5 78
4 50
3 156
3 120
3 71
4 109
5 18
5 66
4 115
3 114
2 30
4 130
3 71
2 44
4 102
4 84
3 10
1 55
2 85
4 121
5 78
3 124
2 32
5 144
4 54
5 168
3 136
3 126
2 100
5 150
3 20
4 13
3 84
3 98
3 0
1 28
3 8
4 66
3 6
2 41
4 75
4 10
5 108
5 18
2 45
3 134
2 78
3 100
3 130
5 48
5 168
5 78
3 80
2 18
3 52
2 54
5 36
5 24
4 0
4 20
3 105
4 103
1 32
5 12
4 19
5 12
2 48
3 0
5 150
1 118
4 174
3 30
4 35
3 20
3 60
4 125
4 120
4 60
4 5
3 80
5 84
3 150
4 133
4 80
3 12
4 110
4 25
4 55
3 105
4 155
5 60
2 65
5 84
4 121
4 5
3 20
4 42
4 115
4 12
2 15
3 95
3 100
2 157
2 122
4 19
3 84
3 11
5 174
4 42
5 54
4 85
4 78
2 157
3 116
2 50
2 15
4 25
5 24
4 25
5 96
4 125
5 126
2 72
3 150
5 42
5 72
4 90
4 54
4 155
3 108
2 21
0 38
4 91
4 40
5 120
5 144
3 68
4 20
4 20
4 50
5 78
3 61
4 186
2 142
4 61
3 36
1 33
3 125
4 125
4 19
1 40
3 80
4 115
2 45
2 84
2 40
5 180
5 180
4 20
3 60
2 1
4 25
3 5
3 64
3 136
4 10
4 15
4 55
3 90
3 30
2 105
4 125
3 0
3 64
5 162
2 61
3 80
1 39
4 60
5 0
2 61
4 140
4 55
3 96
2 69
4 155
3 20
4 31
3 92
4 100
4 24
4 138
4 110
4 20
4 24
4 100
5 66
4 45
3 124
1 21
3 112
3 120
2 60
4 75
4 105
6 161
4 110
4 15
3 120
4 30
2 33
4 80
4 144
3 48
5 217
5 78
4 110
4 50
3 110
4 40
3 151
2 108
4 66
3 55
3 92
4 70
3 50
5 138
4 80
4 61
2 54
4 36
3 68
5 24
3 6
5 12
3 36
2 39
3 96
4 67
4 120
3 40
5 186
4 157
2 8
4 125
3 12
5 144
3 92
3 70
4 50
5 12
5 180
5 0
3 68
3 90
1 48
4 7
3 41
4 70
3 75
3 56
5 72
3 56
1 49
4 19
3 141
5 30
5 144
3 5
4 35
3 26
3 1
5 156
3 85
4 55
4 0
5 60
3 126
3 45
4 85
4 67
4 90
5 36
3 95
3 36
5 150
3 125
3 5
5 150
4 135
3 0
2 52
4 174
3 124
4 25
5 0
3 136
4 40
3 25
4 120
3 75
4 130
3 146
3 15
5 174
4 95
2 13
4 95
4 48
2 80
3 80
4 127
2 72
4 100
4 95
3 36
3 81
5 0
4 80
4 180
4 30
5 60
4 5
4 15
5 12
5 102
2 53
4 105
1 14
5 30
3 116
4 150
3 150
5 36
4 120
4 138
2 17
3 146
1 43
2 6
1 52
3 56
2 60
3 52
3 20
3 120
4 125
2 35
5 150
5 18
4 130
5 90
3 130
3 40
4 145
2 107
3 48
4 145
3 24
5 132
3 56
4 155
2 89
4 120
5 162
4 150
4 138
4 20
3 101
4 36
5 132
4 110
4 0
3 81
3 110
2 12
2 108
3 104
5 78
5 12
3 32
3 96
5 102
3 40
4 96
3 115
3 88
2 75
5 72
5 66
0 8
1 36
4 139
5 0
3 4
3 110
4 157
5 156
4 108
2 9
4 125
3 10
2 100
3 155
5 84
3 6
4 50
3 128
4 110
5 174
4 15
5 24
2 116
5 132
2 69
3 101
3 0
2 69
2 21
4 31
2 21
3 138
5 174
3 108
5 78
3 156
3 12
3 108
4 138
5 102
1 6
4 70
4 95
2 77
5 0
4 90
2 89
4 55
4 49
4 110
4 42
4 60
4 30
5 18
4 55
4 0
3 56
4 155
4 187
4 79
4 78
4 5
3 51
0 52
2 75
4 115
3 88
4 72
3 100
4 186
3 15
3 16
5 156
4 30
3 84
4 54
3 40
3 28
3 72
5 102
4 109
2 100
5 114
4 0
4 20
4 135
2 109
4 36
1 12
4 12
2 92
4 13
2 81
4 181
4 110
5 24
5 174
2 77
4 70
3 111
4 10
4 125
3 80
3 16
5 24
4 40
4 130
4 55
4 65
3 31
5 36
2 3
4 110
2 69
3 120
4 40
4 85
3 28
5 144
4 5
2 90
3 108
4 18
3 162
4 65
5 150
3 130
3 5
4 5
3 95
4 60
3 5
3 100
5 12
5 24
4 0
4 49
3 8
2 21
3 104
3 26
3 120
5 120
3 130
4 186
3 86
3 8
5 0
2 60
5 156
4 15
3 72
3 5
3 105
3 88
3 76
4 13
0 21
4 70
4 20
5 42
4 61
2 61
5 120
2 96
3 182
5 72
5 60
4 45
3 24
4 120
4 156
3 80
4 150
2 27
4 80
3 68
3 98
4 125
5 144
6 140
2 27
4 90
3 16
4 10
3 56
4 30
3 112
4 49
4 37
4 15
3 0
4 65
3 112
5 190
1 40
2 124
3 8
5 84
6 7
3 151
5 72
6 133
2 40
5 126
4 120
2 17
4 120
3 120
2 115
4 10
4 20
6 0
4 157
4 19
4 30
4 90
2 37
2 150
4 75
3 92
2 25
3 76
3 156
4 95
5 72
2 87
5 102
4 55
3 26
3 170
3 80
2 45
4 150
3 130
4 180
3 96
