id,name,level,time,evaluation
581,Bolsa de Valores,6,0.022038,WRONG_ANSWER
582,Jogo da Memória,5,0.860373,CORRECT
583,Empilhando Dominó,2,0.005929,CORRECT
584,Exercitando BSTs v2,6,-1.0,COMPILATION_ERROR
585,Dona Minhoca,7,0.01412,WRONG_ANSWER
588,Ecologia,9,0.033167,WRONG_ANSWER
590,Min-Med-Max,1,-1.0,COMPILATION_ERROR
592,A Loja Mágica,5,0.004359,WRONG_ANSWER
593,Rodrigo e seus estagiários,4,0.048418,CORRECT
594,Reino dos Macacos,5,0.441527,CORRECT
595,Duas Extremidades,5,-1.0,COMPILATION_ERROR
596,Ambrósio e as Ilhas,5,0.238674,CORRECT
597,Embaralhando,5,0.001593,CORRECT
598,Embaralhando de novo,9,0.003882,CORRECT
599,Ambrósio e a escolha dos números,5,0.005858,CORRECT
600,Ambrósio e a diferença,5,0.018239,WRONG_ANSWER
601,Rotterdam City Tours,7,0.001955,TIME_LIMIT_EXCEEDED
602,Adega de Vinhos,7,0.002172,CORRECT
603,Orkut,8,0.002453,PRESENTATION_ERROR
604,Pizza do vô Pepe,6,0.005499,WRONG_ANSWER
605,Contar eficientemente uma substring na string,8,0.095423,CORRECT
606,No máximo duas vezes,6,0.002078,WRONG_ANSWER
607,Mantenha-se energizado,10,-1.0,COMPILATION_ERROR
608,Cercado,1,-1.0,WRONG_ANSWER
609,Grupos sanguíneos,10,-1.0,COMPILATION_ERROR
610,Corte do bolo,10,0.108959,WRONG_ANSWER
611,Mapa de altura,8,0.008145,WRONG_ANSWER
612,Não seja guloso (D as in Daedalus),7,0.002305,WRONG_ANSWER
613,Expondo a corrupção,9,-1.0,COMPILATION_ERROR
614,Cercando os vegetais,10,0.252355,TIME_LIMIT_EXCEEDED
615,Taxas galáticas,10,0.190838,CORRECT
616,Identificando chás,2,0.004072,CORRECT
617,Só um pouco ordenado,9,0.288941,WRONG_ANSWER
618,Ambrósio e os Palíndromos,8,0.007024,WRONG_ANSWER
619,Ambrósio e os números especiais,8,0.061338,EMPTY_ANSWER
620,Rotacionar um ponto em relação à origem,3,0.002206,CORRECT
621,Equação da reta,4,0.002042,WRONG_ANSWER
622,O Monge Confuso,5,-1.0,COMPILATION_ERROR
623,Interseção entre retas,5,0.001616,WRONG_ANSWER
624,Duas Bases,5,0.005985,WRONG_ANSWER
625,Ajude Ambrósio,5,0.223418,CORRECT
627,Inserção em Árvores AVL,6,0.001983,WRONG_ANSWER
628,Árvore geradora máxima,2,0.161335,CORRECT
629,Planejar para faturar,1,0.002656,WRONG_ANSWER
630,Curso universitário,9,0.001871,WRONG_ANSWER
631,Redução de pena,10,-1.0,COMPILATION_ERROR
632,Cubos coloridos,8,-1.0,COMPILATION_ERROR
633,Gerente de espaço,10,-1.0,COMPILATION_ERROR
634,Tecle & Some,9,0.002487,WRONG_ANSWER
635,Regata de cientistas,10,-1.0,COMPILATION_ERROR
636,Piscina,7,0.001643,WRONG_ANSWER
637,Circuito bioquímico digital,7,0.138802,CORRECT
638,O problema da parada,10,-1.0,RUNTIME_ERROR
639,Energia x Tempo,10,-1.0,COMPILATION_ERROR
640,Copa do Mundo (Maratona),7,0.002391,WRONG_ANSWER
641,Rota crítica,9,-1.0,COMPILATION_ERROR
642,Amigos ou inimigos?,9,0.120026,WRONG_ANSWER
643,Vôlei Marciano,10,-1.0,COMPILATION_ERROR
644,Rouba-monte,6,0.001547,WRONG_ANSWER
645,Série de tubos,8,-1.0,COMPILATION_ERROR
646,Mário,7,0.21063,WRONG_ANSWER
647,Histórico de comandos,6,-1.0,RUNTIME_ERROR
648,Desempilhando caixas,6,0.003535,WRONG_ANSWER
649,Onde estão as bolhas?,10,0.001672,WRONG_ANSWER
650,Jogo de varetas,6,0.002831,CORRECT
651,Zak Galou,9,0.001481,WRONG_ANSWER
652,Olimpíadas (Maratona),10,-1.0,COMPILATION_ERROR
653,Apagando e ganhando,7,-1.0,COMPILATION_ERROR
654,Babel,7,-1.0,TIME_LIMIT_EXCEEDED
655,Loop musical,6,0.008454,CORRECT
656,Set,10,0.001421,WRONG_ANSWER
657,Divisão da Nlogônia,6,0.004601,CORRECT
658,Maior subsequência crescente,10,0.001681,TIME_LIMIT_EXCEEDED
659,Vampiros,10,-1.0,RUNTIME_ERROR
660,Ataque fulminante,10,0.004019,WRONG_ANSWER
661,Alarme despertador,6,0.001442,CORRECT
662,Troca de cartas,7,0.052399,WRONG_ANSWER
663,Sub-prime,6,0.005593,WRONG_ANSWER
664,Dragster,8,0.922102,WRONG_ANSWER
665,Torres de telefonia celular,10,-1.0,COMPILATION_ERROR
666,Registrador de deslocamento,10,0.001358,WRONG_ANSWER
667,Escultura a laser,10,0.016012,WRONG_ANSWER
668,N primeiros primos,4,-1.0,COMPILATION_ERROR
669,Atirando em Ouros,6,0.001444,WRONG_ANSWER
670,Ângulo entre pontos,5,0.002065,CORRECT
671,Bom Amigo Secreto,4,0.002781,WRONG_ANSWER
672,Comida de Graça é Bom ou Ruim?,4,0.019641,CORRECT
673,Done Is Better Than Perfect,2,0.004986,CORRECT
674,Estudo de Sequências,4,0.28617,WRONG_ANSWER
675,Ambrósio pescador,5,0.001665,WRONG_ANSWER
676,Distribuição de Camisas,5,0.003257,WRONG_ANSWER
677,Grandes Atalhos,2,0.002036,CORRECT
678,High-primes,3,-1.0,TIME_LIMIT_EXCEEDED
679,"Ih, errou de novo",3,-1.0,TIME_LIMIT_EXCEEDED
680,Ferrovia,6,0.001539,WRONG_ANSWER
681,Montanhas ensolaradas,7,0.00222,WRONG_ANSWER
682,Ambrósio e os Aliens,4,0.001603,CORRECT
683,DFS: imprimindo as folhas,6,-1.0,COMPILATION_ERROR
684,Carteiro,6,0.048931,WRONG_ANSWER
685,Pacman,7,0.002533,CORRECT
686,Fechadura,4,0.002767,CORRECT
687,Triângulo de Pascal,3,0.002027,CORRECT
688,Existe solução?,4,-1.0,COMPILATION_ERROR
690,Exponenciação de matrizes,7,0.002124,CORRECT
691,2 números em ordem crescente,1,0.002022,CORRECT
693,Bombons,1,0.002571,CORRECT
694,O dobro do maior,3,0.001917,CORRECT
696,Quantas vezes x apareceu?,2,0.001985,CORRECT
697,Sistema de equação de primeiro grau,4,-1.0,RUNTIME_ERROR
698,Presenteando,2,0.001576,CORRECT
699,Vacinação Infantil,1,0.002216,CORRECT
700,"Converter segundos em horas, min e segundos",1,0.001954,CORRECT
701,Detecção e Classificação de Triângulo,3,0.001948,CORRECT
702,Hipotenusa,1,0.002023,CORRECT
703,Desvio padrão,3,0.004559,CORRECT
707,Prateek e seus amigos,5,0.001697,CORRECT
708,A transportadora,1,-1.0,COMPILATION_ERROR
709,Jogo do sapo,4,0.004075,CORRECT
713,Múltiplos de N num Intervalo,3,0.001796,CORRECT
714,Primeira Ocorrência de Caractere em String,4,0.001432,CORRECT
715,Períodos da História,3,0.002141,EMPTY_ANSWER
716,BOING,1,0.001647,TIME_LIMIT_EXCEEDED
717,Ordenação de matrizes,3,0.004421,PRESENTATION_ERROR
728,Menor velocidade final de 3 carros,3,0.001998,CORRECT
729,Correção de Provas Objetivas,3,0.002066,CORRECT
731,Álibi,5,0.108823,WRONG_ANSWER
732,Bar do Pinto,5,0.793696,CORRECT
738,Horário dos Ônibus,6,0.371791,CORRECT
741,Somatório e Produtório,3,0.001768,WRONG_ANSWER
742,Inverte nomes,1,0.001826,CORRECT
746,Multiplicação de Matrizes,6,0.001726,PRESENTATION_ERROR
747,Chandu e letras consecutiva,4,0.00153,CORRECT
749,AVLMap,1,-1.0,COMPILATION_ERROR
758,"Felicitações, Fidel!",5,0.016094,WRONG_ANSWER
759,Leonardo de Pisa,3,-1.0,COMPILATION_ERROR
763,Tamanho Palíndromo,1,0.002062,WRONG_ANSWER
764,Sequência misteriosa,3,0.001572,WRONG_ANSWER
765,Média de um Conjunto de Inteiros,1,0.003399,CORRECT
766,Moda de Conjunto de Inteiros,3,0.002087,CORRECT
767,Mediana de um Conjunto de Inteiros,3,0.001987,CORRECT
768,Soma números grandes utilizando arrays,5,0.002007,CORRECT
771,O ponto é interno?,5,0.002576,CORRECT
772,Hex,1,-1.0,TIME_LIMIT_EXCEEDED
773,Lista Ordenada,3,0.001858,CORRECT
774,Snake,6,-1.0,COMPILATION_ERROR
775,Índice de Massa Corporal,2,0.001583,CORRECT
776,Períodos da História Numéricos,3,0.00142,CORRECT
777,Análise de Molde de DNA,4,0.001597,CORRECT
778,Teclado com Problemas,6,0.001912,WRONG_ANSWER
779,Ambrósio e a cidade grande,4,0.002194,WRONG_ANSWER
780,Pedindo um galeto,5,0.001828,CORRECT
781,Matriz Aleatória,4,0.001986,WRONG_ANSWER
783,Inserção em Árvores de Busca Binária,5,0.001549,WRONG_ANSWER
785,TeleZika,1,-1.0,RUNTIME_ERROR
786,Mas que árvore estranha,7,-1.0,RUNTIME_ERROR
787,Exponenciação rápida,3,0.001479,CORRECT
788,Resolva um Sudoku,7,0.002096,CORRECT
789,Esta solução do Sudoku está correta?,4,0.003649,CORRECT
790,Mochila,4,0.001816,CORRECT
791,Superdígito,5,0.00257,CORRECT
793,Roteamento,1,-1.0,RUNTIME_ERROR
794,Trama,8,-1.0,COMPILATION_ERROR
795,Números hexagonais incompletos,4,0.001762,WRONG_ANSWER
796,Compotência,3,0.573757,WRONG_ANSWER
797,Fortaleza digital,2,0.01029,CORRECT
798,Hipercubo,5,0.001485,RUNTIME_ERROR
799,Quebrando o tabuleiro,5,-1.0,COMPILATION_ERROR
800,Diagramas de Euler,8,0.001662,WRONG_ANSWER
801,Média Ponderada de 4 notas,4,0.003774,CORRECT
802,Triângulo de Número em Ordem Crescente,2,0.001999,CORRECT
803,Vogais no texto,1,0.001766,CORRECT
805,Busca em Largura,5,0.00209,WRONG_ANSWER
806,Contar letras em um texto,4,-1.0,COMPILATION_ERROR
807,Tradução de Texto,5,0.001994,CORRECT
808,Loucos por compras,1,0.131528,WRONG_ANSWER
810,A partilha,1,0.042818,CORRECT
811,Quermesse,2,0.004883,CORRECT
812,Saldo de gols,4,0.062422,CORRECT
813,Macaco prego,6,0.016858,WRONG_ANSWER
814,Dominó,4,0.00166,WRONG_ANSWER
815,Lâmpadas do hotel,2,0.002114,WRONG_ANSWER
816,Chaves,4,0.006382,CORRECT
817,Chuva (OBI),3,0.038757,CORRECT
818,Nova avenida,3,-1.0,COMPILATION_ERROR
819,Direção,2,0.001864,CORRECT
821,Bitmap,6,0.001455,WRONG_ANSWER
822,Exame,3,0.001456,WRONG_ANSWER
826,Conversão de m para cm.,1,0.0014,WRONG_ANSWER
827,Dobro da área do quadrado.,1,0.001584,WRONG_ANSWER
828,Cálculo do salário.,1,0.001604,WRONG_ANSWER
829,Sequencia do Alfabeto,3,0.004688,CORRECT
830,Peso ideal.,1,0.002214,WRONG_ANSWER
831,Conversão de °F em °C.,1,0.001598,CORRECT
832,Caracteres de Centro,2,0.002084,WRONG_ANSWER
833,Palíndromo Simples,2,0.001744,CORRECT
834,Porta Criptografada,4,0.001783,WRONG_ANSWER
837,Corrida do IC,3,0.002062,CORRECT
841,Acima da média,2,0.001526,CORRECT
842,Mínimo múltiplo comum,2,0.00201,CORRECT
843,Contar palavras,2,0.002039,CORRECT
844,Maior item de uma lista de compras,2,0.001785,CORRECT
845,Willy Ecológico,4,0.001479,CORRECT
847,Contar palavras de texto inglês,3,0.002798,CORRECT
848,Área da Superfície e Volume da Esfera,2,0.001553,CORRECT
849,Volume da Esfera,3,0.00188,CORRECT
850,Identificando Região de Procedência,3,0.002074,CORRECT
851,Espaços demais,3,0.001919,CORRECT
852,Sistemas Planetários,4,-1.0,COMPILATION_ERROR
853,Desenhando Retângulos,3,0.001588,WRONG_ANSWER
856,Comutação,1,-1.0,WRONG_ANSWER
857,Número informado.,1,0.001873,WRONG_ANSWER
858,Soma de dois números.,1,0.001638,WRONG_ANSWER
860,Cavalos em um haras.,1,0.002146,CORRECT
861,Comparação numérica.,1,0.001516,WRONG_ANSWER
862,Maior Sequência,7,0.002043,WRONG_ANSWER
863,Mozilla Spring Camp,6,0.0019,CORRECT
865,Intersecção de arrays,5,0.002,CORRECT
866,Somatório em um array circular,5,0.001648,CORRECT
867,Quais letras aparecem,3,0.001884,CORRECT
868,5 maiores do sorteio,3,0.001862,CORRECT
869,Carrossel,4,0.001427,WRONG_ANSWER
870,Maior soma sequencial,5,0.001876,WRONG_ANSWER
871,Elementos de uma matriz,3,0.001915,CORRECT
872,Tancredo e suas pizzas,4,-1.0,COMPILATION_ERROR
873,Almoço,1,-1.0,COMPILATION_ERROR
874,Corte de hastes,5,0.041908,CORRECT
876,Cálculo da Idade,1,0.00142,CORRECT
890,Brincando com Ambrosinho,4,0.004493,WRONG_ANSWER
891,A Floresta de Binágoras,1,-1.0,COMPILATION_ERROR
892,Tower defense,3,0.001761,WRONG_ANSWER
893,Dados da sorte,1,0.123792,CORRECT
894,Cara ou coroa,6,0.002015,CORRECT
896,Notas de 0 a 10.,1,0.00146,WRONG_ANSWER
899,Maior número.,1,0.001542,WRONG_ANSWER
900,Média dos números.,1,0.001544,WRONG_ANSWER
902,Base e expoente.,1,-1.0,WRONG_ANSWER
903,Nota do aluno.,1,0.001357,CORRECT
905,Valores digitados.,1,0.00143,CORRECT
906,Ordem Inversa.,1,0.001717,WRONG_ANSWER
907,Posições ímpares.,1,0.001962,WRONG_ANSWER
908,Quadrado da posição.,1,0.001583,CORRECT
915,Média de um aluno.,1,0.001477,CORRECT
916,Quantidade de números.,1,0.001401,WRONG_ANSWER
917,Número maior.,1,0.001868,WRONG_ANSWER
918,Canal de TV.,1,0.002012,CORRECT
919,Saldo do cliente.,1,0.004617,WRONG_ANSWER
922,Aumento de salário.,1,0.001427,CORRECT
923,Crime.,1,0.0018,WRONG_ANSWER
924,Maior Dominó,2,0.001535,TIME_LIMIT_EXCEEDED
925,Triângulo.,1,0.001578,CORRECT
926,Sorvete,5,0.001668,CORRECT
928,Campo de Minhocas,5,0.002919,CORRECT
929,Pais das Folhas,3,-1.0,COMPILATION_ERROR
930,Frequência de um caracterer na página,5,0.002084,CORRECT
931,Campanha Eleitoral,5,0.001676,WRONG_ANSWER
932,Formatando Nomes,4,0.001981,CORRECT
933,Próximos da Média,5,0.00167,CORRECT
935,Aprovação.,1,0.001514,CORRECT
936,Fatorial.,1,0.001562,CORRECT
938,5 valores para a.,1,0.0015,CORRECT
939,Intervalo de números.,1,0.001755,CORRECT
940,Média Aritmética.,1,0.001728,WRONG_ANSWER
941,Substitui no array,2,0.001563,CORRECT
942,Tabela de vendas,5,0.002071,WRONG_ANSWER
943,Comparação multicritério,1,-1.0,COMPILATION_ERROR
944,Maior submatriz,7,0.007963,WRONG_ANSWER
945,Nota de História,7,0.002274,WRONG_ANSWER
946,Soma de grupos divisíveis por D,7,0.002248,WRONG_ANSWER
947,Remoção de strings,7,0.00156,WRONG_ANSWER
948,Encaixando blocos,4,0.001938,CORRECT
949,Em cada nível da árvore,3,0.001513,CORRECT
950,Descriptografia,4,0.002095,WRONG_ANSWER
951,Satélite,3,-1.0,TIME_LIMIT_EXCEEDED
952,Vou Passar em P1,3,-1.0,COMPILATION_ERROR
953,Quadro de Medalhas,6,0.001493,CORRECT
954,Alunos acima da média,4,0.001581,WRONG_ANSWER
955,O Labirinto do Kruskaltauro,1,0.002215,WRONG_ANSWER
956,Desafio do menor e maior número,4,0.002123,CORRECT
957,Triângulo com uma String,4,0.002073,CORRECT
958,Formatando número real como moeda,4,-1.0,RUNTIME_ERROR
959,Sequência Lógica III,4,0.001749,PRESENTATION_ERROR
960,Alunos abaixo e acima da média,6,0.001674,CORRECT
961,Piscamos tanto assim?,6,0.309526,CORRECT
962,Matriz diferente,4,0.002387,CORRECT
963,Submatriz,3,0.001599,WRONG_ANSWER
964,Critério das linhas,3,0.001504,CORRECT
967,Desenhando Árvores de Natal,3,0.052117,WRONG_ANSWER
968,Da raiz até uma folha,5,0.001751,CORRECT
970,Onde estão as substrings?,5,0.002542,WRONG_ANSWER
971,Um problema de logística,1,0.289361,CORRECT
972,É um número primo? (versão iniciante),2,0.001474,CORRECT
974,Organizando as cartas,1,0.001684,WRONG_ANSWER
975,Mensagem codificada,5,0.001628,WRONG_ANSWER
977,A soma de todos os medos,1,0.030886,WRONG_ANSWER
978,Mais um problema de logística,1,-1.0,COMPILATION_ERROR
979,listar descendentemente 4,2,0.001577,CORRECT
980,Aumento salarial,1,0.002454,CORRECT
981,Trocar o conteúdo de duas variáveis,2,0.001187,CORRECT
984,Os Extremos e os Múltiplos.,1,0.002151,CORRECT
990,Petris,1,-1.0,COMPILATION_ERROR
991,Unindo células,5,0.001863,RUNTIME_ERROR
1001,Ixats vs Rebus,3,0.137008,WRONG_ANSWER
1003,Loteria,4,0.00164,WRONG_ANSWER
1005,Bloom,1,-1.0,COMPILATION_ERROR
1006,A Diferença dos Quadrados,2,0.015437,CORRECT
1007,Pi de Leibniz,3,0.003241,WRONG_ANSWER
1009,Palíndromo,1,0.001933,CORRECT
1010,Pi Leibniz,3,0.00359,CORRECT
1011,Amizade,4,0.001494,CORRECT
1014,Os quase primos de Fada,3,0.006319,WRONG_ANSWER
1015,Método dos mínimos quadrados,2,0.274563,CORRECT
1016,Partição do espaço,1,-1.0,COMPILATION_ERROR
1017,Brincando com Fibonacci,2,0.001439,WRONG_ANSWER
1021,Super Sales,1,0.0094,CORRECT
1022,Palíndromo,1,0.001795,RUNTIME_ERROR
1023,Grid Colouring,1,0.001638,WRONG_ANSWER
1024,Critical Links,3,0.002791,WRONG_ANSWER
1025,Passeio de Jipeiros,5,-1.0,COMPILATION_ERROR
1027,Gerencia fiado,3,0.00204,CORRECT
1032,Quantas tocas existem?,3,0.002501,CORRECT
1034,Oi!,1,0.002021,WRONG_ANSWER
1035,Área do retângulo,1,0.001462,CORRECT
1036,Aprendi FFT,3,0.003836,CORRECT
1037,Resolva o sistema,3,0.114684,CORRECT
1040,Decifre o Eheapma,3,0.44612,WRONG_ANSWER
1041,Tamanho de uma String,3,0.001464,CORRECT
1042,Idade em segundos.,1,0.001458,CORRECT
1043,Conversão para dólar,1,0.002072,CORRECT
1045,Eficiência de equipe de desenvolvimento,1,0.002183,CORRECT
1046,Capacidade canal de transmissão,1,0.003957,CORRECT
1047,Várias médias de um conjunto de notas,1,0.002021,CORRECT
1048,Horas extras,1,0.002244,WRONG_ANSWER
1049,Cálculo do IMC,1,0.002179,CORRECT
1050,Contração de arestas,3,0.001375,RUNTIME_ERROR
1051,Volume de uma esfera,1,0.002616,WRONG_ANSWER
1052,Diagonais de um polígono,1,0.001996,CORRECT
1053,Volume e área de um cilindro,1,0.002283,WRONG_ANSWER
1054,Comprimento de um arco e área do setor.,1,0.001898,CORRECT
1055,Traço de uma matriz,1,0.001963,WRONG_ANSWER
1057,Teorema de Pitágoras,1,0.002122,CORRECT
1058,Velocidade média de um gás.,1,0.001637,CORRECT
1060,Maior de 2 números.,1,0.002267,CORRECT
1061,Áreas de 2 círculos.,1,0.002107,CORRECT
1062,Acidez de uma solução,1,0.002278,CORRECT
1063,Notas em ordem crescente,1,0.002028,CORRECT
1065,Múltiplo de 5,1,0.002024,CORRECT
1066,Examine o paciente,1,0.002071,CORRECT
1067,É vogal?,1,0.002009,CORRECT
1069,Formas geométricas,1,0.00199,CORRECT
1070,Supermercado otimista,1,0.002297,WRONG_ANSWER
1076,Justificar,3,0.409136,WRONG_ANSWER
1077,Gêmeos,3,0.179052,CORRECT
1078,Situação de um aluno.,1,0.002087,CORRECT
1080,"Conversão Celsius, Fahrenheit e Kelvin",1,0.002104,CORRECT
1082,Ordenação da Rita,1,0.002031,CORRECT
1083,Desconto na conta de energia,1,0.002063,WRONG_ANSWER
1085,Polinômio de 3o. grau,1,0.002062,CORRECT
1086,Aluguel de carro,1,0.00216,CORRECT
1087,100 primeiros números naturais,1,0.001507,CORRECT
1088,Leia vários números.,1,0.002657,CORRECT
1089,Calcule a série,1,0.002085,CORRECT
1090,Peregrino das Galáxias,3,0.362804,TIME_LIMIT_EXCEEDED
1091,Calcule a série 2,1,0.002058,CORRECT
1092,Estatísticas de um conjunto de pessoas,1,0.001845,WRONG_ANSWER
1093,Conhecendo o cliente,1,0.002167,WRONG_ANSWER
1094,Eleição,2,-1.0,TIME_LIMIT_EXCEEDED
1095,Perfil dos alunos,2,0.001719,CORRECT
1096,Série de Burrier,1,0.001551,WRONG_ANSWER
1097,Peso ideal.,1,0.002086,CORRECT
1098,Categorias de nadadores.,1,0.001973,CORRECT
1099,Área de um trapézio.,1,0.002608,CORRECT
1100,Volume do tronco de uma pirâmide,1,-1.0,COMPILATION_ERROR
1101,O inverno está chegando.,3,-1.0,COMPILATION_ERROR
1102,criptografia maluca,2,0.001496,WRONG_ANSWER
1104,Soma de vetores,1,0.001437,CORRECT
1105,Prova Final 2017.1,1,0.001472,CORRECT
1106,Jantar de Torcedores,3,0.001926,WRONG_ANSWER
1107,Matriz de permutação,1,0.001835,WRONG_ANSWER
1108,Formato de uma lista de emails,1,0.002015,CORRECT
1109,Programador Dedicado,1,0.001439,CORRECT
1113,Data válida,2,0.001739,CORRECT
1114,Cálculo de Série,1,0.002104,WRONG_ANSWER
1115,O parque de diversões,1,0.03464,TIME_LIMIT_EXCEEDED
1116,Data por extenso,3,0.002397,WRONG_ANSWER
1117,Carros de João e Maria,1,0.001564,CORRECT
1118,Sequência Genética,1,0.002035,WRONG_ANSWER
1120,Série,2,0.001501,WRONG_ANSWER
1124,Simples multiplicação,3,0.001397,WRONG_ANSWER
1125,Pares de parênteses,3,0.001747,CORRECT
1127,Ordem das vilas,1,0.002025,WRONG_ANSWER
1128,Gerar strings binárias sem 1s consecutivos,3,0.016663,CORRECT
1130,Quantos dias?,1,0.001772,WRONG_ANSWER
1131,Temer preocupado,2,0.001512,WRONG_ANSWER
1136,Batata Quente,3,0.025855,WRONG_ANSWER
1137,Containers,3,-1.0,TIME_LIMIT_EXCEEDED
1138,Divisores,3,0.007044,WRONG_ANSWER
1140,Fundindo Árvores,3,0.017799,WRONG_ANSWER
1141,GO --,3,0.130839,CORRECT
1142,huaauhahhuahau,3,0.00213,CORRECT
1143,Isósceles,3,0.788119,WRONG_ANSWER
1146,Ladrilhos,3,0.975454,TIME_LIMIT_EXCEEDED
1149,Escolha o brega,1,0.001982,CORRECT
1152,Jornada Pokémon,1,0.001739,CORRECT
1154,Primeira Batalha,1,0.001983,CORRECT
1155,z.Horário da Pokédex,2,0.001798,CORRECT
1156,Nickname,1,0.001809,CORRECT
1157,Tamanho da caverna,1,0.002087,CORRECT
1158,Quantas ticks?,1,0.001521,WRONG_ANSWER
1159,Doação,1,0.002192,CORRECT
1160,Distância das vilas,1,0.001936,CORRECT
1161,Competição,1,0.00298,CORRECT
1162,Desafio Pokémon,1,0.001576,CORRECT
1163,Problemas na Pokedex,1,0.002018,WRONG_ANSWER
1164,Oferenda,1,0.001982,CORRECT
1165,Brincando de Leet,1,0.001941,WRONG_ANSWER
1166,Criptografia de Naruto,1,0.001949,CORRECT
1168,Tamanho do Voltorb,1,-1.0,COMPILATION_ERROR
1169,Choque Elétrico,1,0.001852,CORRECT
1170,z.Falha nos Códigos,1,0.00161,CORRECT
1171,Count Sort,1,0.574516,CORRECT
1172,L1Q6 - Batalha,1,0.001642,CORRECT
1173,L1Q1 - Jornada Pokémon,1,0.001803,CORRECT
1174,L1Q2 - Problemas na Pokedex,1,0.002132,CORRECT
1175,L1Q3 - Falha nos códigos,1,0.002082,CORRECT
1176,L1Q4 - Desafio Pokémon,1,0.002064,CORRECT
1177,L1Q5 - Primeira batalha,1,0.004675,WRONG_ANSWER
1178,L1Q7 - Tamanho do Voltorb,1,0.00184,CORRECT
1179,L1Q8 - Choque elétrico,1,0.002101,CORRECT
1180,L1Q9 - Horário da Pokédex,1,0.001907,CORRECT
1181,Médico Atencioso,1,0.002174,WRONG_ANSWER
1182,L1Q10 - Encontro lendário,2,0.00211,WRONG_ANSWER
1183,Anagrama de uma frase,1,0.001939,WRONG_ANSWER
1184,O roteador estrangeiro,2,0.026808,WRONG_ANSWER
1186,Matriciando,1,0.001566,WRONG_ANSWER
1189,L2Q5 - Rains of Castamere,1,0.00186,CORRECT
1190,L2Q4 - Valar Morghulis,1,0.001377,CORRECT
1192,L2Q1 - Winter is Coming,1,0.001876,CORRECT
1193,"L2Q7 - Oh, my sweet summer child",2,0.001866,CORRECT
1194,L2Q10 - The Long Night,2,0.002198,CORRECT
1214,L2Q8 - The keeper of the Gates,2,0.001926,WRONG_ANSWER
1216,L2Q2 - Watchers on the Wall,1,0.001972,CORRECT
1217,Shinobu's Saga II,3,0.009616,WRONG_ANSWER
1218,P2Q1 - Bruxa dos Doces,1,0.001978,WRONG_ANSWER
1219,L6Q3 - Jarvis,3,0.001971,CORRECT
1220,"L2Q6 - Night is dark, and full of terrors.",1,0.002106,WRONG_ANSWER
1223,L2Q9 - Inn at the Crossroads,2,0.00171,WRONG_ANSWER
1225,Maior elemento,1,0.001431,WRONG_ANSWER
1226,Maior par,1,0.001969,WRONG_ANSWER
1228,Média dos elementos ímpares,1,0.001495,WRONG_ANSWER
1229,,2,0.00253,WRONG_ANSWER
1231,L3Q1 - Loja de Varinhas,1,0.002051,WRONG_ANSWER
1243,A conjectura de Serra,3,0.002126,CORRECT
1244,Gemialidades Weasley,1,0.001467,WRONG_ANSWER
1246,Os triângulos de Izabella,2,0.003251,WRONG_ANSWER
1248,P2Q2 - Trivialus,2,0.001722,WRONG_ANSWER
1250,Batalha Pokemon,3,0.004201,WRONG_ANSWER
1253,Caça-penetras,3,0.001431,WRONG_ANSWER
1255,Shinobu's Saga III,5,0.003942,WRONG_ANSWER
1257,L3Q3 - Gemialidade Weasley,1,0.001483,WRONG_ANSWER
1260,L3Q5 - Organizando a biblioteca,4,0.001912,CORRECT
1261,L3Q6 - Torneio de Quadribol,1,0.001384,RUNTIME_ERROR
1262,L3Q2 - NOMs,1,0.001925,CORRECT
1265,Resumo de figuras geométricas,3,0.001793,WRONG_ANSWER
1267,L3Q4 - Seleção das casas,1,0.001906,CORRECT
1268,Os diamantes são para sempre.,2,0.001407,WRONG_ANSWER
1269,Diamante embutido,2,-1.0,RUNTIME_ERROR
1270,Binary Search File System,3,0.001865,WRONG_ANSWER
1271,Matriz com N números em M colunas,2,0.001517,CORRECT
1272,Persistência multiplicativa,3,0.001548,WRONG_ANSWER
1273,Matriz e suas diagonais,1,0.002031,PRESENTATION_ERROR
1277,L4Q6 - Matriz triangular,1,0.001555,CORRECT
1279,L4Q2 - Soma Divina,1,0.001932,CORRECT
1280,L4Q5 - Construa a Matriz,1,0.001558,WRONG_ANSWER
1281,L4Q1 - Traço de uma matriz.,1,0.003897,CORRECT
1282,L4Q4 - O Quadrado Mágico,2,0.001877,CORRECT
1283,L4Q3 - Matriz Inversa,2,0.002266,CORRECT
1285,Avaliação das notas de uma turma,2,-1.0,COMPILATION_ERROR
1286,L5Q1 - Euclides and Morty,1,0.001514,CORRECT
1287,L5Q5 - O Produto Perdido,2,0.001929,CORRECT
1288,P3Q1 - Caixa de Meeseeks,3,0.002258,CORRECT
1290,L5Q2 - Rickception,1,0.001773,WRONG_ANSWER
1292,L5Q4 - Pickle Rick!,1,0.001643,CORRECT
1293,L5Q3 - Dimensão das Árvores Estranhas,1,0.004454,WRONG_ANSWER
1294,L5Q6 - Rickslator,2,0.005612,WRONG_ANSWER
1295,L5Q7 - O Mergesort,3,0.0039,WRONG_ANSWER
1299,Escalonador,3,0.150481,WRONG_ANSWER
1301,Promoção do colégio,3,0.002092,CORRECT
1302,Brincando com matrizes II,1,-1.0,COMPILATION_ERROR
1303,Made in Abyss,3,0.005733,WRONG_ANSWER
1309,Masculino e Feminino,1,0.001648,CORRECT
